link_id,Node1           ,Node2           
 PIPE_26486      ,A3513           ,A749            
 PIPE_29734      ,A1405           ,A3123           
 PIPE_21323      ,A1969           ,A3514           
 PIPE_25260      ,A3365           ,A2502           
 PIPE_23433      ,A2775           ,A1336           
 PIPE_19928      ,A3077           ,A2501           
 PIPE_21669      ,A653            ,A2907           
 PIPE_23327      ,A667            ,A1347           
 PIPE_21289      ,A3260           ,AD10150-01-01   
 PIPE_27018      ,A3264           ,A2916           
 PIPE_26581      ,A1240           ,A1136           
 PIPE_22855      ,A1496           ,AD10144-03-01   
 PIPE_25963      ,A1853           ,A2098           
 PIPE_23837      ,A2509           ,A666            
 PIPE_21638      ,A1356           ,A1984           
 PIPE_21418      ,A1360           ,A934            
 PIPE_20238      ,A2926           ,A1623           
 PIPE_17884      ,A1363           ,AD10156         
 PIPE_29554      ,A2663           ,A2482           
 PIPE_20222      ,A926            ,A3528           
 PIPE_18504      ,A2513           ,A1359           
 PIPE_23009      ,A2928           ,A293            
 PIPE_26343      ,A2000           ,A1367           
 PIPE_29422      ,A2932           ,A2556           
 PIPE_27309      ,A3679           ,A3272           
 PIPE_18389      ,A3616           ,A2933           
 PIPE_17615      ,A3616           ,A2524           
 PIPE_19337      ,A391            ,A2012           
 PIPE_18923      ,A705            ,A2360           
 PIPE_29174      ,A3535           ,A3279           
 PIPE_28568      ,A2091           ,A3280           
 PIPE_26479      ,A1331           ,A3705           
 PIPE_26862      ,A1383           ,AD11250-01-01   
 PIPE_25613      ,A3288           ,AD11548-01-01   
 PIPE_26139      ,A1387           ,A3708           
 PIPE_20152      ,A2545           ,A2032           
 PIPE_27248      ,A3215           ,A81             
 PIPE_18847      ,A82             ,AD11065-01-01   
 PIPE_21939      ,A910            ,A3712           
 PIPE_28590      ,AD11379-02-01   ,A738            
 PIPE_28352      ,A751            ,A2054           
 PIPE_31514      ,A3308           ,AD11723-01-01   
 PIPE_28597      ,A755            ,A1434           
 PIPE_20682      ,A1441           ,A3315           
 PIPE_24887      ,A1144           ,A3315           
 PIPE_24905      ,A2339           ,A3393           
 PIPE_20204      ,A2574           ,A2987           
 PIPE_21704      ,A967            ,A1452           
 PIPE_18385      ,A2581           ,A771            
 PIPE_21734      ,A2989           ,A2581           
 PIPE_28805      ,A777            ,A779            
 PIPE_29224      ,A2994           ,A2978           
 PIPE_31829      ,A3322           ,A780            
 PIPE_28654      ,A2070           ,A2997           
 PIPE_29945      ,A1468           ,A2535           
 PIPE_30162      ,A2593           ,A1468           
 PIPE_30496      ,A3328           ,AD11654         
 PIPE_29723      ,A2374           ,A2833           
 PIPE_19163      ,A802            ,A2631           
 PIPE_28442      ,A809            ,A3727           
 PIPE_28326      ,A817            ,A2605           
 PIPE_28531      ,A3730           ,A3728           
 PIPE_28550      ,A2089           ,A3336           
 PIPE_28522      ,A3013           ,A3730           
 PIPE_28540      ,A1493           ,A827            
 PIPE_21650      ,A1501           ,A2102           
 PIPE_18136      ,A673            ,A2099           
 PIPE_ASBHD      ,APR_ASB         ,ASBHD           
 PIPE_APCHHD     ,APR_APCH        ,APCHHD          
 PIPE_AUWHD      ,APR_UW          ,AUWHD           
 PIPE_toMG       ,A1890           ,AtoMG           
 PIPE_GMHE       ,AGMtoAY         ,A1890           
 PIPE_MGHP       ,APR_AYtoMG      ,AMGPR           
 PIPE_BCtoSH     ,APR_BCtoSH      ,ASH             
 PIPE_GMB2B      ,APR_GMB2B       ,AGMB2B          
 PIPE_21587      ,A2013           ,A3534           
 PIPE_11526-02-01,AD11526         ,AD11526-02-01   
 PIPE_11526-01-01,AD11526-02      ,AD11526-01-01   
 PIPE_11526-03-01,AD11526         ,AD11526-02      
 PIPE_10290-01-01,AD10290         ,AD10290-01-01   
 PIPE_10290-01-02,AD10290         ,AD10290-01-02   
 PIPE_11177-01-01,AD11177         ,AD11177-01-01   
 PIPE_11177-01-02,AD11177         ,AD11177-01-02   
 PIPE_11719-01-01,AD11719         ,AD11719-01-01   
 PIPE_11719-02-01,AD11719         ,AD11719-02-01   
 PIPE_11211-01-01,AD11211         ,AD11211-01-01   
 PIPE_11211-01-02,AD11211         ,AD11211-01-02   
 PIPE_10027-01-01,AD10027         ,AD10027-01-01   
 PIPE_10027-02-01,AD10027         ,AD10027-02-01   
 PIPE_10203-01-02,AD10203         ,AD10203-01-02   
 PIPE_10203-01-01,AD10203         ,AD10203-01-01   
 PIPE_10243-01-01,AD10243         ,AD10243-01-01   
 PIPE_10243-01-02,AD10243         ,AD10243-01-02   
 PIPE_10331-01-01,AD10331         ,AD10331-01-01   
 PIPE_10331-01-02,AD10331         ,AD10331-01-02   
 PIPE_11096-04-01,AD11096         ,AD11096-04-01   
 PIPE_11096-05-01,AD11096         ,AD11096-05-01   
 PIPE_10032-02-01,AD10032         ,AD10032-02-01   
 PIPE_10032-03-01,AD10032         ,AD10032-03-01   
 PIPE_10450-01-01,AD10450         ,AD10450-01-01   
 PIPE_10450-01-02,AD10450         ,AD10450-01-02   
 PIPE_11537-01-01,AD11537         ,AD11537-01-01   
 PIPE_11537-01-02,AD11537         ,AD11537-01-02   
 PIPE_11557-01-02,AD11557         ,AD11557-01-02   
 PIPE_11557-01-01,AD11557         ,AD11557-01-01   
 PIPE_10866-01-02,AD10866         ,AD10866-01-02   
 PIPE_10866-01-01,AD10866         ,AD10866-01-01   
 PIPE_10334-01-02,AD10334         ,AD10334-01-02   
 PIPE_10334-01-01,AD10334         ,AD10334-01-01   
 PIPE_11016-01-01,AD11016         ,AD11016-01-01   
 PIPE_11016-02-01,AD11016         ,AD11016-02-01   
 PIPE_10169-01-02,AD10169         ,AD10169-01-02   
 PIPE_10169-01-01,AD10169         ,AD10169-01-01   
 PIPE_10954-01-01,AD10954         ,AD10954-01-01   
 PIPE_10954-01-02,AD10954         ,AD10954-01-02   
 PIPE_11256-01   ,AD11256         ,AD11256-01      
 PIPE_11210-01-02,AD11256         ,AD11210-01-02   
 PIPE_11210-01-01,AD11210         ,AD11210-01-01   
 PIPE_10216-01-02,AD11093         ,AD10216-01-02   
 PIPE_10216-01-01,AD10216         ,AD10216-01-01   
 PIPE_11093-01-01,AD11093         ,AD11093-01-01   
 PIPE_10333-01-01,AD10333         ,AD10333-01-01   
 PIPE_10333-01-02,AD10333         ,AD10333-01-02   
 PIPE_11677-02-01,AD11677         ,AD11677-02-01   
 PIPE_11677-03-01,AD11677         ,AD11677-03-01   
 PIPE_11596-01-01,AD11596         ,AD11596-01-01   
 PIPE_11596-01-02,AD11596         ,AD11596-01-02   
 PIPE_11771-01-01,AD11771         ,AD11771-01-01   
 PIPE_11771-01-02,AD11771         ,AD11771-01-02   
 PIPE_11773-01-01,AD11773         ,AD11773-01-01   
 PIPE_11773-02-01,AD11773         ,AD11773-02-01   
 PIPE_11148-03-01,AD11148-03      ,AD11148-03-01   
 PIPE_11148-04-01,AD11148-03      ,AD11148-04-01   
 PIPE_11148-05-01,AD11148         ,AD11148-05-01   
 PIPE_10966-01-01,AD10966         ,AD10966-01-01   
 PIPE_10966-01-02,AD10966         ,AD10966-01-02   
 PIPE_10865-01-01,AD10865         ,AD10865-01-01   
 PIPE_10865-01-02,AD10865         ,AD10865-01-02   
 PIPE_10277-01-01,AD10277         ,AD10277-01-01   
 PIPE_11152-01-01,AD10277         ,AD11152-01-01   
 PIPE_11678-04-01,AD11678         ,AD11678-04-01   
 PIPE_11750-01-01,AD11750         ,AD11750-01-01   
 PIPE_11750-01-02,AD11750         ,AD11750-01-02   
 PIPE_10260-01-01,AD10260         ,AD10260-01-01   
 PIPE_10260-01-02,AD10260         ,AD10260-01-02   
 PIPE_10326-01-01,AD10326         ,AD10326-01-01   
 PIPE_10326-01-02,AD10326         ,AD10326-01-02   
 PIPE_10397-01-01,AD10397         ,AD10397-01-01   
 PIPE_10397-01-02,AD10397         ,AD10397-01-02   
 PIPE_11071-01-01,AD11071         ,AD11071-01-01   
 PIPE_11071-01-02,AD11071         ,AD11071-01-02   
 PIPE_10126-01-01,AD10126         ,AD10126-01-01   
 PIPE_10126-02-01,AD10126         ,AD10126-02-01   
 PIPE_10401-01-01,AD10401         ,AD10401-01-01   
 PIPE_10401-01-02,AD10401         ,AD10401-01-02   
 PIPE_11546-01-02,AD11546         ,AD11546-01-02   
 PIPE_11546-01-01,AD11546         ,AD11546-01-01   
 PIPE_11597-01-01,AD11597         ,AD11597-01-01   
 PIPE_11597-01-02,AD11597         ,AD11597-01-02   
 PIPE_10239-01-01,AD10239         ,AD10239-01-01   
 PIPE_10239-01-02,AD10239         ,AD10239-01-02   
 PIPE_11275-01-01,AD11275         ,AD11275-01-01   
 PIPE_11275-01-02,AD11275         ,AD11275-01-02   
 PIPE_11447-01-01,AD11447         ,AD11447-01-01   
 PIPE_11447-01-02,AD11447         ,AD11447-01-02   
 PIPE_10339-01-01,AD10339         ,AD10339-01-01   
 PIPE_10339-01-02,AD10339         ,AD10339-01-02   
 PIPE_10162-01-01,AD10162         ,AD10162-01-01   
 PIPE_10162-01-02,AD10162-03      ,AD10162-01-02   
 PIPE_10162-01-03,AD10162-03      ,AD10162-01-03   
 PIPE_11715-01-01,AD11715         ,AD11715-01-01   
 PIPE_11715-03-01,AD11715         ,AD11715-03-01   
 PIPE_11772-01-01,AD11772         ,AD11772-01-01   
 PIPE_11772-01-02,AD11772         ,AD11772-01-02   
 PIPE_11693-03-01,AD11693-03      ,AD11693-03-01   
 PIPE_11693-02-01,AD11693-03      ,AD11693-02-01   
 PIPE_11693-01-01,AD11693         ,AD11693-01-01   
 PIPE_11551-01-01,AD11551         ,AD11551-01-01   
 PIPE_11551-01-02,AD11551         ,AD11551-01-02   
 PIPE_11788-01-01,AD11788         ,AD11788-01-01   
 PIPE_11788-01-02,AD11788         ,AD11788-01-02   
 PIPE_10072-02-01,AD10072         ,AD10072-02-01   
 PIPE_10072-01-01,AD10072         ,AD10072-01-01   
 PIPE_11742-01-03,AD11742-03      ,AD11742-01-03   
 PIPE_11742-01-02,AD11742-03      ,AD11742-01-02   
 PIPE_11742-01-01,AD11742         ,AD11742-01-01   
 PIPE_10229-01-02,AD10229         ,AD10229-01-02   
 PIPE_10229-01-01,AD10229         ,AD10229-01-01   
 PIPE_10449-01-02,AD10449         ,AD10449-01-02   
 PIPE_10449-01-01,AD10449         ,AD10449-01-01   
 PIPE_10329-01-02,AD10329         ,AD10329-01-02   
 PIPE_10329-01-01,AD10329         ,AD10329-01-01   
 PIPE_10327-01-02,AD10327         ,AD10327-01-02   
 PIPE_10327-01-01,AD10327         ,AD10327-01-01   
 PIPE_10171-01-01,AD10171         ,AD10171-01-01   
 PIPE_10171-01-02,AD10171         ,AD10171-01-02   
 PIPE_11728-01-02,AD11728         ,AD11728-01-02   
 PIPE_11728-01-01,AD11728         ,AD11728-01-01   
 PIPE_11224-01-01,AD11224-03      ,AD11224-01-01   
 PIPE_11224-01-02,AD11224         ,AD11224-01-02   
 PIPE_11224-01-03,AD11224-03      ,AD11224-01-03   
 PIPE_11554-01-02,AD11554         ,AD11554-01-02   
 PIPE_11554-01-01,AD11554         ,AD11554-01-01   
 PIPE_11704-01-03,AD11704         ,AD11704-01-03   
 PIPE_11704-01-02,AD11704-03      ,AD11704-01-02   
 PIPE_11704-01-01,AD11704-03      ,AD11704-01-01   
 PIPE_11785-01-02,AD11785         ,AD11785-01-02   
 PIPE_11785-01-01,AD11785         ,AD11785-01-01   
 PIPE_10870-01-02,AD10870         ,AD10870-01-02   
 PIPE_10870-01-01,AD10870         ,AD10870-01-01   
 PIPE_10965-01-02,AD10965         ,AD10965-01-02   
 PIPE_10965-01-01,AD10965         ,AD10965-01-01   
 PIPE_10259-01-01,AD10259         ,AD10259-01-01   
 PIPE_10259-01-02,AD10259         ,AD10259-01-02   
 PIPE_10087-02-01,AD10087-02      ,AD10087-02-01   
 PIPE_10087-03-01,AD10087-02      ,AD10087-03-01   
 PIPE_10163-01-01,AD10163         ,AD10163-01-01   
 PIPE_10163-01-02,AD10163         ,AD10163-01-02   
 PIPE_10333-02-01,AD10333-02      ,AD10333-02-01   
 PIPE_10333-02-02,AD10333-02      ,AD10333-02-02   
 PIPE_11769-01-01,AD11769         ,AD11769-01-01   
 PIPE_11770-01-01,AD11769         ,AD11770-01-01   
 PIPE_10126-03-01,AD10126-03      ,AD10126-03-01   
 PIPE_10126-04-01,AD10126-03      ,AD10126-04-01   
 PIPE_10877-02-01,AD10877         ,AD10877-02-01   
 PIPE_10877-01-01,AD10877         ,AD10877-01-01   
 PIPE_10332-01-01,AD10332         ,AD10332-01-01   
